,Floor6Z4,Floor6Z5,Floor6Z1,Floor6Z2,Floor7Z4,Floor7Z5,Floor7Z2,Floor7Z1
0,-1000.0,2.357187770990159,4.227260571300443,2.8744869850541264,3.9885670593964684,3.8755583664141136,4.032466082406393,4.00167991434994
1,4.285219473979337,-1000.0,4.069103677376903,3.3874098110560893,3.744899425724293,3.6045396588217113,3.738465809558175,4.0301059284952725
2,5.965491732215538,3.0885601782498515,-1000.0,2.022178609851198,3.2445035710541723,2.6475442186124685,2.975873231007405,4.869075126434105
3,6.1386751462201055,3.260455315377927,1.9383381261426653,-1000.0,3.3478621829237043,2.6336735555537167,3.1452241685598663,4.936139408843783
4,6.812381263871411,3.519928758171607,3.270551188554165,3.177720457577192,-1000.0,2.2418430849965083,3.4968597313341228,4.2694078115283665
5,6.742980569390957,3.8223011254010673,3.129387434152431,3.5935345268294214,2.656076273695667,-1000.0,3.7240908485903406,5.243822166237652
6,5.834979336475352,3.2095045504197173,2.9346969723846206,2.94929099885787,3.157393813042209,2.9614347622653847,-1000.0,5.256405546808146
7,3.6084248784766717,2.6532859346816418,2.4846290270712177,2.2162177131233105,2.556046572106787,2.5233737094406123,3.5923367758880014,-1000.0
