,forward,backward,noOfSens
0,1.2313546496507346,2.469695136755773,106
1,1.7928468835245959,1.4301284605042273,105
2,1.5709190467252405,1.6840574762503067,107
3,1.540215510104441,1.6873307905025274,108
4,1.1674875742728545,3.304523949933652,110
5,0.9457665156959273,3.584919978103521,108
6,1.3330927560785784,2.31961097973885,108
