,forward,installCost,power,backward,noOfSens
0,1.0070311949055,990.0,480.0,0.014301079214130144,33
1,0.013143346240811002,2130.0,1010.0,0.4856626959693712,71
2,0.24063220039478025,2400.0,1210.0,0.14663883392263144,80
3,0.7959166875002367,1200.0,620.0,0.010822915380955278,40
4,0.5425216037861081,990.0,490.0,0.024168431235965144,33
5,0.24562739231799088,2250.0,1140.0,0.13127426023707847,75
6,0.6884280561047372,1170.0,570.0,0.019918761411318545,39
7,0.9313357147713751,1020.0,490.0,0.018720999733370745,34
8,0.24775677597357268,2190.0,1120.0,0.12754450143961826,73
9,0.023868396383471407,2040.0,950.0,0.4337884443088698,68
10,0.03270972131781038,2220.0,1090.0,0.36022099374169775,74
11,0.8505954011732376,1050.0,520.0,0.014301079214130144,35
12,0.2667922920299478,1980.0,1020.0,0.10823711204600828,66
13,0.39720661579538913,1470.0,730.0,0.0583929442375336,49
14,0.01683643279903534,1950.0,900.0,0.46763519858599795,65
15,0.3155458033256303,1620.0,780.0,0.1367884593027123,54
16,0.517150982699484,1080.0,530.0,0.027153458125614868,36
17,0.03110677679038583,1890.0,880.0,0.4070791836962588,63
18,0.2329235073857634,2130.0,1050.0,0.162100774357862,71
19,0.14451403148720257,1530.0,720.0,0.2509392298460143,51
20,0.34421221782105405,1560.0,760.0,0.10078957236226767,52
21,0.09675449925536476,1440.0,700.0,0.27742298850596786,48
22,0.6032010507764127,1170.0,580.0,0.013309467110172194,39
23,0.8955079433904305,1170.0,570.0,0.013435579391331415,39
24,0.0679031533221559,1830.0,850.0,0.30236586288854755,61
25,0.068279944681312,1590.0,740.0,0.2861389965549541,53
26,0.756639174317328,1020.0,500.0,0.023838166384220556,34
27,0.5651214991514075,1320.0,690.0,0.015906302827542438,44
28,0.8664676156704462,1170.0,580.0,0.013213647431143121,39
29,0.12049542827518067,1410.0,710.0,0.31761131148726424,47
30,0.18861680105121778,1200.0,580.0,0.2172670604259761,40
31,0.023774718024696443,2100.0,1010.0,0.3852949402101755,70
32,0.03847218256807857,2010.0,970.0,0.35262999224799557,67
33,0.07578665494298746,1770.0,820.0,0.28054365407277,59
34,0.1514119992832653,1350.0,640.0,0.24453252881701806,45
35,0.5849250809005303,1290.0,680.0,0.017134831543800286,43
36,0.027684634409261704,1800.0,870.0,0.43927024167294415,60
37,0.43635608667597503,1320.0,650.0,0.04780710407384323,44
38,0.03148538629204654,1890.0,890.0,0.4069422255822815,63
39,0.27489385173568587,1680.0,830.0,0.09374691733836615,56
40,0.4634481069061051,1260.0,600.0,0.06096997191490839,42
41,0.11091226719791371,1680.0,800.0,0.26864110229941435,56
42,0.4045778813485246,1080.0,540.0,0.32401818364277074,36
43,0.78253924675027,1230.0,620.0,0.013213647431143121,41
44,0.018770882877816874,2100.0,990.0,0.46082573835597956,70
45,0.41119126587017063,1470.0,750.0,0.04370621678341838,49
46,0.48212567221800207,1200.0,570.0,0.03004435982292115,40
47,0.16612887971023252,1320.0,660.0,0.23863442309013594,44
48,0.059437687172940686,1710.0,830.0,0.3718609205362578,57
49,0.057518509211206305,1740.0,800.0,0.32641301317204746,58
50,0.38027084540976036,1500.0,720.0,0.09793868977363913,50
51,0.4259156384799036,1380.0,630.0,0.06715737739280697,46
52,0.2886663966847001,1140.0,570.0,0.3762652444991121,38
53,0.30386985265373095,1560.0,790.0,0.08956108272033725,52
54,0.7576098753294414,990.0,490.0,0.0235309950877941,33
55,0.014335383050325995,2100.0,1000.0,0.4831696436019926,70
56,0.2366958425524228,1860.0,940.0,0.18323471525364474,62
57,0.8213597790933956,1110.0,560.0,0.014396898893159217,37
58,0.23624003292001985,2190.0,1100.0,0.14707098223136073,73
59,0.19597370287945057,1170.0,610.0,0.23276497791710102,39
60,0.1653396215405478,1350.0,670.0,0.2386370056965307,45
61,0.32299670617280246,1710.0,860.0,0.07587313068518022,57
62,0.06571545998166656,1650.0,830.0,0.3467412579007101,55
63,0.2570511119546918,1890.0,940.0,0.15753224158902004,63
64,0.22823836406177264,1890.0,980.0,0.17728070632066473,63
65,0.2225712774860259,2100.0,1050.0,0.19107494886345602,70
66,0.44341111350221557,1410.0,690.0,0.03609825125935068,47
67,0.12712735925391708,1500.0,710.0,0.2763320636062207,50
68,0.11496282973404837,1530.0,740.0,0.265849952216858,51
69,0.04703313293407812,1860.0,860.0,0.32100493548417103,62
70,0.4262860494567999,1290.0,640.0,0.07571013895550675,43
71,0.11875566784116565,1440.0,720.0,0.25984525814712506,48
72,0.4470463778130586,1110.0,550.0,0.19508008316470152,37
73,0.018771750507240437,2070.0,980.0,0.4568573983908677,69
74,0.041809581489642735,1800.0,840.0,0.3415436162066599,60
75,0.025181002054157593,1950.0,960.0,0.45066896310324744,65
76,0.2177520025690116,2130.0,1070.0,0.1930637897416454,71
77,0.31962648531047905,1590.0,770.0,0.13428296850540314,53
78,0.05590317020541469,1770.0,810.0,0.32891850396935657,59
79,0.24186669069339886,1920.0,950.0,0.1621966785227797,64
80,0.30989122638565825,1950.0,930.0,0.07808512384947609,65
81,0.07936773757324589,1560.0,750.0,0.27575392407394284,52
82,0.4534379517161072,1380.0,680.0,0.035425294042195916,46
83,0.22644995279536326,1200.0,590.0,0.21055473914430226,40
84,0.41896412436911284,1110.0,560.0,0.203015791861611,37
85,0.36677214803232955,990.0,500.0,0.339083117115621,33
86,0.253135468463242,2070.0,980.0,0.11765176992963644,69
87,0.5174324482870701,1110.0,570.0,0.023854911283875593,37
88,0.463193662521768,1260.0,590.0,0.06145517034552811,42
89,0.8181774623509083,1140.0,570.0,0.01439794771387217,38
90,0.025686053601373163,1920.0,920.0,0.3745884535933684,64
91,0.1623035180202163,1440.0,680.0,0.22884250220091432,48
92,0.25320095565060546,2010.0,950.0,0.1176507211089235,67
93,0.3039597288073496,1830.0,880.0,0.08204863674743057,61
94,0.35939578909377423,1590.0,770.0,0.08411189334862752,53
95,0.06272216266045444,1920.0,880.0,0.30006606033152927,64
96,0.8530066577669011,1020.0,500.0,0.014277701237535793,34
97,0.23224772498066185,2190.0,1090.0,0.14892954433848526,73
98,0.4195071619459328,1320.0,660.0,0.06895687012986551,44
99,0.26216239066244906,1950.0,930.0,0.11289758911692717,65
