,Floor4Z5,Floor4Z4,Floor6Z4,Floor6Z5,Floor6Z1,Floor4Z2,Floor6Z2,Floor4Z1,Floor5Z5,Floor5Z4,Floor5Z1,Floor5Z2
0,-1000.0,0.2512186618016563,0.37481866160450694,0.1416814790153936,0.5276042802317352,0.07378375463585489,3.155964175031231,0.4168662571002883,0.5924914887568287,0.6041638450363997,0.717010319182256,0.20031953533778687
1,0.10945265055927123,-1000.0,0.6712518976853762,0.28187751171612113,0.6094024053560216,0.04951431275942511,2.884863594876896,0.3317337381846051,0.673627025801874,0.3668414814545117,1.2320931710776482,0.31120666607488173
2,0.06593439527559246,0.37231617849445847,-1000.0,0.012844691693144578,0.5279378190496545,0.06574382420866934,2.9959942205436185,0.49563070538039167,0.5938342208205736,0.7328124307323631,1.1456028715613948,0.3913341091718903
3,0.06299067473633947,0.483454406345544,0.05246125929372663,-1000.0,0.6773127411272009,0.08819135463426103,3.661176020509971,0.6274691165698587,0.7746600806283267,0.8978523044444476,1.301087276553224,0.4312424677613818
4,0.07778385921696564,0.4246063568521957,0.7336272907204419,0.27338701191644604,-1000.0,0.1439530784424257,2.9342218536407776,0.5524097080761262,0.5959354945544718,0.5917684721319912,0.5942738785972762,0.21196480861639622
5,0.055387539937701236,0.09953280009607426,0.3164903976931478,0.13653411236896096,0.5258945467622917,-1000.0,3.207296240434915,0.15840642320830556,0.5929886061503353,0.2802230278208433,0.8722824747341759,0.18651062480585773
6,0.1286442738221427,0.37570263934794973,0.8794050813884532,0.34776088217994133,0.7039234761499914,0.13025996825213004,-1000.0,0.6147526255007333,0.5410495850693603,0.5961527596178618,1.371584732438721,0.5404500461312621
7,0.03639080893754737,0.08868812242249434,0.3307254806359907,0.1324111635771768,0.4556286837095878,0.0194758663633176,2.899852134359291,-1000.0,0.5426861250008231,0.2368133564865897,0.7311671249221445,0.11877839810955033
8,0.1617497869580987,0.7518012117022164,0.9105145158574541,0.41064000090736197,0.9672881292706216,0.216056955270638,3.466190876171445,0.9934464664793673,-1000.0,0.5384047506354803,1.0758226158124198,0.7206258537582894
9,0.15918675048822067,0.21162277394827608,1.0190692969162956,0.4273294811348024,0.6419075501459154,0.08556098998934515,3.2452839953502717,0.36730404189224236,0.29256048151548736,-1000.0,1.1866996165845336,0.3860162343549522
10,0.0345179859479746,0.3368436585351368,0.6274086117407588,0.21906045012490796,0.31693473822271584,0.11799767714975916,2.9310165800322805,0.4511917425233741,0.10708393632337004,0.4656711619158754,-1000.0,0.1192455543897446
11,0.026814454157119857,0.14265004191073377,0.32235350975097116,0.1297470216018295,0.2892788666192338,0.045075796904014954,2.9615501042052172,0.23734037832438895,0.47669263455580796,0.3573075565075818,0.2540107012239029,-1000.0
