,Floor4Z5,Floor4Z4,Floor6Z4,Floor6Z5,Floor6Z1,Floor4Z2,Floor6Z2,Floor4Z1,Floor5Z5,Floor5Z4,Floor5Z1,Floor5Z2
0,-1000.0,0.07332270435092815,0.09905550102031167,0.011953035717562982,0.04398082221910736,0.039928568592989926,0.03173536603961419,0.07626157073872035,0.0037390021521132707,0.11630244262727345,0.10462941120016675,0.007281500369291066
1,0.018195187797335744,-1000.0,0.07793429918307117,0.011014524272836715,0.04166146328330651,0.02945461109513323,0.030849508440553612,0.10284148331286128,0.0035304162444259393,0.10788423105145756,0.0909420127719127,0.007154357601191951
2,0.01782497898774316,0.06149545575876596,-1000.0,0.00605619100224398,0.04949788945375594,0.030879707472927884,0.030708853328797848,0.12526188562162335,0.004019504826734433,0.11771009956199452,0.07539669042838128,0.006143538547293297
3,0.02081866868842458,0.07375575973706207,0.07278121169772686,-1000.0,0.05590630421106665,0.03792361242280656,0.03391406690273915,0.11493537975263843,0.0034484145212382734,0.1172107438513062,0.07527910465778541,0.00642146072107168
4,0.01866200035883321,0.08572780699716993,0.11080739959709227,0.012001243390748421,-1000.0,0.04309193002807222,0.02745741155026394,0.08579751293003784,0.0037694341398439076,0.11079974701639594,0.11275292406423126,0.007624980279780125
5,0.02127772133239107,0.07606037369341427,0.09829678732871612,0.013713962209671271,0.06733664071864472,-1000.0,0.04827935657850619,0.16043228667212997,0.005538133208433282,0.15598567864679075,0.12184691687609195,0.008249580713451048
6,0.018184010007280135,0.06610476856197012,0.08676351130860599,0.00883319255929497,0.03989013815674896,0.03926538556449765,-1000.0,0.06705327001966677,0.002568778212123398,0.09069302622457873,0.0735901426556348,0.006231286982670486
7,0.012531811188509517,0.0571892731948957,0.07356971562278065,0.007555099696389475,0.027342343215733946,0.032513622045842974,0.018720635103203834,-1000.0,0.002451486054942851,0.08504182945671872,0.06110565308089899,0.0054400064512695415
8,0.019054946977905215,0.06750320585231057,0.09022591343494282,0.00775678555434214,0.04154141566507831,0.04068599053411321,0.02436403953893486,0.07152891835880779,-1000.0,0.055616059593051555,0.07272528646102892,0.006789993661050452
9,0.016404265947515352,0.06567389802348285,0.08325592944859782,0.007366197929615661,0.040303308699317926,0.03473564701032582,0.026742703820572755,0.0855200896369341,0.0013152934804939792,-1000.0,0.08281645825131322,0.006017475799357162
10,0.014748599495676595,0.055519194857225375,0.06283555973654006,0.007032687345730417,0.03905092652570139,0.03173661707839057,0.025214103727686753,0.079170909769681,0.002317212148560476,0.08531501657932411,-1000.0,0.004855750721012067
11,0.01825767622176584,0.0635043478947923,0.07900353364570033,0.009822643655544314,0.05087881399692836,0.03595926072139032,0.028612749823819582,0.08559055245692965,0.002990027461584902,0.10373443828258846,0.07198495717146715,-1000.0
