,forward,installCost,power,noOfSens
0,3.5170493578298356,371.0,132.5,87
1,1.877709402006978,1855.0,662.5,94
2,3.2131095186792007,742.0,265.0,85
3,2.0974506262658,1484.0,530.0,99
4,2.7891099203948797,1113.0,397.49999999999994,99
5,1.877709402006978,1855.0,662.5,93
