,forward,installCost,power,backward,noOfSens
73,0.3580673523114531,600.0,60.0,0.032694958021449706,67
74,0.27692080422493975,600.0,60.0,0.08867997041582733,75
75,0.12938448356663376,600.0,60.0,0.23247268086675296,63
76,0.25694962148806494,1200.0,120.0,0.10137062235949536,75
77,0.13430809172473135,600.0,60.0,0.230485222114038,63
78,0.25155198084315566,1200.0,120.0,0.1063486539759425,76
79,0.21826721662845427,600.0,60.0,0.14546961538228056,77
80,0.09634204791077201,600.0,60.0,0.254992779533066,66
81,0.051576282943571354,600.0,60.0,0.29443546533828907,68
82,0.07183082104762169,600.0,60.0,0.2852073235578282,69
83,0.2883031610468571,1200.0,120.0,0.06449320394522985,69
84,0.3831457918977099,600.0,60.0,0.028405093441611146,61
85,0.07301949160485043,600.0,60.0,0.28339286980128026,71
86,0.03709016771582562,600.0,60.0,0.3128716260787581,72
87,0.28370172100350494,2400.0,240.0,0.07385235772774425,75
88,0.2496232232207302,1800.0,180.0,0.1029703855737364,72
89,0.48027232333624675,1200.0,120.0,0.017720085710882152,54
90,0.3177568518254213,600.0,60.0,0.06198777770316416,68
91,0.26112534407935367,1800.0,180.0,0.08943075477702837,77
92,0.04328654587048788,600.0,60.0,0.31243424204760584,70
93,0.06359220501472256,600.0,60.0,0.28529172623057325,68
94,0.2882311624989562,1800.0,180.0,0.06895880558817284,74
95,0.21308580791657997,600.0,60.0,0.20602441276958514,57
96,0.4154547232983464,600.0,60.0,0.02318966880491097,61
97,0.01759287540154036,600.0,60.0,0.4491201223509158,80
98,0.2645057596790817,600.0,60.0,0.11714649128541747,75
99,0.5532847539660781,600.0,60.0,0.01726385509978261,54
