,Floor4Z5,Floor4Z4,Floor2Z2,Floor6Z4,Floor6Z5,Floor2Z1,Floor6Z1,Floor4Z2,Floor2Z4,Floor6Z2,Floor4Z1,Floor7Z4,Floor3Z1,Floor7Z5,Floor5Z5,Floor3Z2,Floor5Z4,Floor7Z2,Floor5Z1,Floor7Z1,Floor3Z5,Floor3Z4,Floor5Z2
0,-1000.0,0.011568524319158342,0.08075011243134361,0.03778381027220156,0.02687748276694995,0.08846167565719783,0.038311442483646534,0.014080421624978398,0.07520998047625717,0.023578274970905838,0.020602086240159544,0.028470734340839077,0.025651916739930166,0.025565589402339713,0.0313732824117581,0.021418902143642223,0.022201647534013366,0.05411741120281809,0.027080106896232973,0.05934669085814021,0.0219463500082992,0.03351958197652571,0.015049320263544594
1,0.012975403685367195,-1000.0,0.09056644683880938,0.020586693617463472,0.02094221461760938,0.09476370633880132,0.030465811086742334,0.009088568410918183,0.090364428011818,0.024391478669889968,0.01100493980183527,0.020673574479761106,0.024948864443528337,0.021910170957372993,0.032273289870573436,0.023511086828758083,0.012278973072208816,0.04577668519705386,0.014755248512601895,0.04777617840741044,0.018626447736643337,0.02372875022971386,0.014095184538571465
2,0.0830440818175404,0.08258253304713634,-1000.0,0.08536200042712887,0.0768236273044987,0.00834160069591368,0.08542423707939782,0.064318804407343,0.003724796676520241,0.06046596352715732,0.08317650683821083,0.06900348139831229,0.08615031105259655,0.07213506079758822,0.10386305749286151,0.115482822897582,0.07700687199709741,0.0637530903598891,0.0781773613099775,0.04958096884097484,0.0649729981200112,0.0571911154734194,0.08459096787748394
3,0.01782085852370192,0.008353953593812798,0.10362166631934745,-1000.0,0.018763390572900336,0.10502489036903279,0.03334332713289139,0.010824397776351398,0.0995540081463596,0.02771618692988315,0.013077692296874633,0.022797053470986237,0.02329665171156873,0.021982138722969356,0.03185089060839776,0.02368807134126274,0.01495956015794018,0.037314665221139784,0.015277113428766413,0.04839640223850497,0.01924134712620116,0.0239051995603856,0.01844880937904705
4,0.01875818953519579,0.013193541840141269,0.074499245350741,0.02308901333107055,-1000.0,0.0826447130551494,0.03455650705951068,0.014169784824996918,0.07456631201933811,0.02065132886572232,0.018281465012746387,0.03522802937500333,0.028663793021744374,0.034725857807043584,0.03334808686822675,0.03166867206073965,0.012416373929312089,0.06420578921652487,0.014697001851786528,0.05866256234112465,0.02020491848026572,0.02221122210650155,0.02153057056851738
5,0.10137213454468072,0.09957381554708261,0.007686593203226123,0.11505491230375042,0.0993964366014759,-1000.0,0.12699135541010553,0.0773513397152631,0.005875395729555257,0.07347849807778872,0.09613679406384451,0.09023502703014234,0.09586845974813786,0.08558405194573816,0.1453084271024658,0.14250048180915922,0.10033306469945934,0.09831622308926756,0.08873197348928126,0.06899464881584103,0.08224713188171778,0.06137417913144895,0.09503951174822337
6,0.01932487441214322,0.019364079709692096,0.11468148407784803,0.032831881650104026,0.0412689901267361,0.11280583824319014,-1000.0,0.023512868227267447,0.10717307204723296,0.023460475565138233,0.024471385244349667,0.027754103990517535,0.026180522330930996,0.026949764635247824,0.03271059688239186,0.02701479834261272,0.024420702801135084,0.04604862369358497,0.03706668263979031,0.06278790659951586,0.042082349734278136,0.04771751254230056,0.016369081207028482
7,0.015711485673971744,0.008011931430728312,0.03969236274933981,0.021171913327040413,0.023104555448537106,0.04960740668744168,0.042999511318417685,-1000.0,0.04064422896042608,0.019376787390933365,0.013049006675138254,0.019315797233172848,0.01992766284642692,0.0194397466841107,0.02937929183148748,0.026668659306221726,0.016453477096322167,0.044623430995438126,0.016118825305791014,0.03318990071183577,0.016081865086362272,0.015124515933460654,0.016888942572328043
8,0.09394162016760096,0.1005935898074672,0.004204416760624983,0.0937078189420641,0.08865157690828974,0.00549456895128406,0.09945814216031436,0.0776865973953386,-1000.0,0.06651726064037503,0.09203225887872361,0.07446321788963034,0.0804186931980857,0.0703818835733134,0.12409016291047162,0.12036823558713913,0.09179108812231229,0.07208864227176284,0.0895502201729215,0.05237176408742101,0.07656303983508946,0.06201280378597069,0.08953078726836557
9,0.016563595102678748,0.01088642395551309,0.04240301263196323,0.03241661167159224,0.02733499455075736,0.04640243857261196,0.029784671063993556,0.009410753066924151,0.039705800821839575,-1000.0,0.01749513047624989,0.018406428527291355,0.014280893362049045,0.013404464435349605,0.033565614942076986,0.019267037464570515,0.021341535068271255,0.03629323063178882,0.02329232009402148,0.03388807074981662,0.021487736680635413,0.02034219702495158,0.015407112924715811
10,0.01826672947669674,0.006315887642798796,0.07746120809118753,0.021232002746821573,0.029908182970358185,0.08267130300001842,0.02775402482961864,0.011299941434072988,0.07524049568866167,0.026364357563644684,-1000.0,0.021342547577866754,0.024128472361373835,0.023786554722318512,0.04171452149426564,0.02063422972877745,0.013963459498810183,0.05043760123599692,0.013609536495164231,0.05170990307688516,0.026190570199999815,0.027453622244733602,0.01573769106449011
11,0.0189962649267123,0.01705987069418412,0.058767461955921356,0.031954359650947395,0.03152637100017173,0.057160296984827566,0.021882942304577987,0.012607983130114813,0.056141662306408734,0.014950780924352949,0.01890856241240295,-1000.0,0.011732326696390202,0.004960534865353354,0.03677663973429285,0.019220298532464354,0.024018688822448408,0.010312916066443297,0.020304007175386624,0.01638036211422815,0.024012042755990583,0.023942806784565184,0.02129942793517816
12,0.02262593232495769,0.013980879741075687,0.06965385564897116,0.030463107910241993,0.030021140869003697,0.07335042140635371,0.04021153829467014,0.011033819468706602,0.06982396848531426,0.017793313530038494,0.019548872020778332,0.018097149312560713,-1000.0,0.016312798375731057,0.04400587085513248,0.0123920991227821,0.025653204639626403,0.03959404014753093,0.028593572481935788,0.03873694610609127,0.01879786879437788,0.019129332965563687,0.017030075999396103
13,0.025090125029228062,0.022433734760579496,0.055588261754480055,0.03980180104987357,0.03197699356110791,0.05571581175423095,0.0446876570352273,0.01868997288603986,0.05244240456615786,0.017795184118132672,0.027118035744394347,0.007211147232823339,0.016560348925901473,-1000.0,0.04955023241218918,0.026110222880813754,0.029624315283478374,0.026504442080490118,0.029783700387238647,0.024680896601765923,0.025964843058773054,0.02727759351253179,0.02903852850283709
14,0.028466841294795278,0.019772192762857396,0.1667372845995999,0.0632754122118551,0.05327683606541268,0.17610155871154118,0.05539777045373333,0.038325202951167474,0.16359881911899454,0.06471945159664515,0.030538551689643957,0.0666509247161741,0.043522868972580085,0.060388563676412765,-1000.0,0.030753740371117725,0.03674368357803098,0.10997495966470698,0.03182670787980301,0.127146705049306,0.04683805625637855,0.05809247867788795,0.02206711996566571
15,0.018089346109489198,0.013405854903810568,0.14484019954984384,0.03652743517910882,0.03801347681138598,0.15060506042913868,0.03809678607473664,0.02059742486355869,0.14304270594071955,0.03100396302538603,0.021129974844102704,0.02216450046968535,0.020985012079283143,0.021698310764537643,0.04342602071235104,-1000.0,0.025569524292337602,0.05257815603795069,0.029459310108619078,0.06358583105533902,0.03297149539295045,0.044391062719219256,0.019114863465117166
16,0.02173036032977115,0.012010104753597865,0.08923380194966707,0.028146899426969234,0.024802855677592984,0.10137095084199463,0.04149474195775072,0.015807801595474354,0.09107938814980238,0.02897289478766396,0.01598441906572583,0.030358643437277268,0.03523701635792658,0.03268457890991833,0.042280065256581414,0.03148775046333083,-1000.0,0.05773980288646995,0.014914922736597424,0.06862929149117894,0.025950574468771224,0.026371064096108482,0.02087692288251434
17,0.028941252864969888,0.02698762495299291,0.04711572172833117,0.029783582856768263,0.03815986951640682,0.05541699826913934,0.028555815018317915,0.018318195624310286,0.04718475933823742,0.019691262896999427,0.026714893970973815,0.00621598992870179,0.01957671401122086,0.008849445765540403,0.057468584771788116,0.034370716026751444,0.03188756650179573,-1000.0,0.03066794229066791,0.012214511294001603,0.028911988642828772,0.030623003108140808,0.027750507577554925
18,0.016034784752591204,0.007902910445071397,0.023925626907137874,0.0177645089909757,0.013963284395178497,0.02957645257242831,0.029040598825169284,0.00731782515869558,0.023217675872426864,0.019534559702969103,0.00972674482716003,0.01407880725356444,0.020843156367705902,0.015688751982081882,0.027367523235570314,0.02163374503049546,0.010406075123431701,0.026699066007846363,-1000.0,0.02594343397079445,0.013677289982137079,0.01063781528128044,0.014785084942615477
19,0.03598817087959376,0.035485442761265494,0.01581506472525564,0.04584178823772473,0.04889474218120963,0.022803549856705088,0.03276184642554048,0.026281121833518935,0.01757281360948289,0.02268138711025967,0.036241714205687524,0.009306515211991035,0.028550673054760875,0.0126614958558127,0.0526252158695874,0.03390345239527647,0.03719740637662998,0.011287213790318081,0.03836432971806358,-1000.0,0.028682482609866278,0.03579110328733431,0.03604294353065827
20,0.013401384216708046,0.008065707133982036,0.061201120572205496,0.0233251645725656,0.017098361425321288,0.06449930620349748,0.0374706932263802,0.008534476017392663,0.06224856694376559,0.02049612850683608,0.014349385487105668,0.017511354044035393,0.012579188643339229,0.015428471594821054,0.02796575824159048,0.01597526113788149,0.013195994945113036,0.04314801026750938,0.014323222182153383,0.03652966595904547,-1000.0,0.014020626176936158,0.015136399132786063
21,0.022533299834526368,0.011399663747884885,0.027077957266480553,0.019357334053706852,0.022688170939429556,0.03738807044730335,0.03798477542486296,0.008252094722974737,0.0273000703238836,0.02181966828303617,0.014937672578875058,0.02375497357672799,0.018873284089503183,0.02223266478827428,0.030001437789479862,0.026757027083183137,0.0159861229507846,0.043724900752747056,0.013089789289091009,0.03417525461144536,0.010727862486751975,-1000.0,0.019916117442715896
22,0.014566278465942092,0.010838122768665576,0.08064409641911208,0.03410052143289565,0.02610755653827797,0.08580629994384335,0.03476625999067217,0.013543634006983475,0.08100602588842758,0.02247367456988515,0.01524571804331191,0.027911506893969085,0.02529236282285704,0.023702363055020065,0.03130950142388147,0.024577062753839772,0.01883096585938812,0.050739735433608615,0.016261165760380017,0.06179991170794044,0.026315263800712745,0.028501035439774326,-1000.0
