,live,forward,network,backward,noOfSens
64,2.6581388675634297,1.7040793197645918,0.06378927324658838,0.30799419343303786,66
65,1.0896342245503627,0.5403016990218221,0.057230508833174654,1.0870487792992647,98
66,0.792780057756171,0.42747618730282516,0.0707711837511901,1.0592045154756036,86
67,1.423705045629328,0.9421363428675003,0.05596107055961071,1.0039975182189995,94
68,2.1119966801306145,1.1167849024387324,0.06463556542896436,0.4152303762597109,76
69,1.4069963329811592,0.6981754227316571,0.08134983603088966,0.7427839029677279,70
70,4.144482088842538,1.3464448220841039,0.06632814979371628,0.338965362444917,66
71,1.0259214907557561,0.4433956828825192,0.07457949857188194,1.0358457222509618,74
72,0.21757412222785558,0.09109011428708447,0.054056913149264786,2.5687661756366906,106
73,1.7025667071406936,0.9605859013239715,0.06505871152015233,0.5753958350548632,80
74,1.080249004682639,0.5863105590942708,0.05596107055961071,1.0997290036045035,98
75,2.892738545036519,1.5380319906240996,0.07098275679678409,0.24085143519895835,58
76,1.437743453574616,0.7476004914384244,0.05892309319792659,0.7774259738780144,85
77,2.6118258596136537,1.7003604557440035,0.06569343065693431,0.30799419343303786,66
78,3.0301768786892134,1.9515134699462238,0.07204062202475404,0.16749166080060776,45
79,0.8738931225229987,0.427428166435927,0.05828837406114461,1.201476418988257,98
80,2.282384421692644,1.4586975344677227,0.06230826192743045,0.41145668893740167,76
81,1.5269022700550563,0.6335594922486008,0.07373320638950598,0.7121328706041261,74
82,0.18918501339067476,0.06924348579201726,0.0513064635565429,2.608665258642692,107
83,0.6783334259799055,0.34842959702199056,0.06696286893049826,1.163549273974238,91
84,0.1920733472769426,0.0701192392476283,0.04897916005500899,2.6447677322641767,111
85,3.0320879226170248,1.881117468243432,0.0682323072040622,0.23298707673766572,61
86,0.3584673040143094,0.15950519667351304,0.05321062096688882,1.5366168956036035,107
87,1.946368867963326,1.5530549785476524,0.08029197080291971,0.4167371767241102,64
88,2.499605723935852,1.1309557102556167,0.06653972283931027,0.34760668842329284,69
89,1.3414319970643291,0.8029335092103215,0.07415635248069397,0.7098201153640743,77
90,1.9123605758139364,1.5060688173364272,0.08029197080291971,0.427577118201858,64
91,2.4447874993594456,1.7938439545619156,0.057653654924362634,0.4391077808299067,64
92,0.61772549190144,0.2491370463339531,0.06082725060827251,1.2711872337850945,96
93,2.109344273007571,0.9217129476151603,0.06273140801861843,0.5371422063215977,88
94,1.2362838159300351,0.6069196158877807,0.07098275679678409,0.795839202762313,82
95,1.7372439120137253,0.8588472840832188,0.07584893684544589,0.5482411999199924,69
96,1.733708896772159,1.0693457186052513,0.06251983497302444,0.5669610287176705,86
97,0.6685767958497278,0.20451923773972122,0.05596107055961071,1.355916376393956,101
98,2.2469933917609413,1.354007776701,0.06929017243203216,0.38140269449787856,69
99,1.7458681436966197,1.1538715391348207,0.0584999471067386,0.728579067206618,80
