,forward,installCost,power,backward,noOfSens
38,0.28325993961705914,1620.0,540.0,0.3511310667447374,36
39,0.1960036807468637,4230.0,1410.0,0.2426590359064249,90
40,0.4968292143913991,2100.0,700.0,0.021414228606214312,46
41,0.2594056762101811,2670.0,890.0,0.13118391766992007,58
42,0.15436968348904215,1890.0,630.0,0.38745648635858787,44
43,0.3922445413546058,2520.0,840.0,0.03906346332307303,56
44,0.04274267932836473,2550.0,850.0,0.5901704702061797,61
45,0.12236733562451531,2010.0,670.0,0.3125097196708405,49
46,0.2514751892209483,3660.0,1220.0,0.12000001940067347,76
47,0.1555035580968899,1830.0,610.0,0.28211361579279,43
48,0.23851147065740727,3240.0,1080.0,0.19536120896912235,73
49,0.016106570105622584,3330.0,1110.0,0.542274716478853,75
50,0.21291613859205824,3990.0,1330.0,0.16298417434276144,87
51,0.20735756220555288,3810.0,1270.0,0.20060323140029213,81
52,0.017045599991470185,3270.0,1090.0,0.551378195229647,74
53,0.03354628871364808,2760.0,920.0,0.8731592407222412,67
54,0.21324221574409177,3690.0,1230.0,0.18015592529795885,81
55,0.5186069958532582,1740.0,580.0,0.03571358933290684,39
56,0.4515724887725243,2310.0,770.0,0.022336488744860952,48
57,0.03354593309124034,2790.0,930.0,0.8992909703112284,68
58,0.8080535546463098,1650.0,550.0,0.032934449886422544,36
59,0.1358022545223473,1950.0,650.0,0.28671600707269007,45
60,0.013834842823765382,3390.0,1130.0,0.5288341433751781,76
61,0.4082026693280206,2640.0,880.0,0.028589578379544688,58
62,0.7010315025151845,1800.0,600.0,0.02636613933392916,43
63,0.017836179304957844,3090.0,1030.0,0.6862317968237872,71
64,0.020759645329642248,2940.0,980.0,0.7360993333958223,68
65,0.02189222060583008,2970.0,990.0,0.4593596551995345,68
66,0.2589810763731672,2880.0,960.0,0.21229364078665036,64
67,0.2985278306325279,3420.0,1140.0,0.09026404831843331,72
68,0.012756630591988033,3450.0,1150.0,0.7024498898428421,77
69,0.4273030884707099,1560.0,520.0,0.24757574665444507,36
70,0.24522419279054206,1590.0,530.0,0.3556912682266799,36
71,0.2334694429314427,3720.0,1240.0,0.12234927724109822,77
72,0.2529843850419576,3510.0,1170.0,0.1237090557478937,75
73,0.21807179405469593,3600.0,1200.0,0.21050510877908746,79
74,0.22015284090273227,3780.0,1260.0,0.15714069943347195,83
75,0.05961211056127952,2340.0,780.0,0.38029429099916073,56
76,0.030428957882258727,2880.0,960.0,0.7184350256304118,69
77,0.16904754824530968,1890.0,630.0,0.2565603866320966,45
78,0.6888840415784566,1740.0,580.0,0.0356321079409466,38
79,0.4742020291193296,1590.0,530.0,0.2447053210644845,36
80,0.03571756975602663,2730.0,910.0,0.5949515141843952,67
81,0.038411118890643366,2580.0,860.0,0.5940611176699966,64
82,0.30545288150481015,3300.0,1100.0,0.0868175103405694,69
83,0.2223907067205663,3540.0,1180.0,0.20771289045683042,78
84,0.20702067953003223,4020.0,1340.0,0.18123366008210975,88
85,0.4546041275076987,2070.0,690.0,0.03595586669384591,44
86,0.2524833785183328,3570.0,1190.0,0.15443360304495501,77
87,0.03200000895803718,2940.0,980.0,0.4447257854791269,68
88,0.2780994289855914,3300.0,1100.0,0.12225467816307951,72
89,0.12747424111435005,1980.0,660.0,0.30711207902593124,48
90,0.12870189403431226,2010.0,670.0,0.2958318101743388,47
91,0.4198409310968623,1890.0,630.0,0.0489571708056906,45
92,0.510741599616854,2070.0,690.0,0.02190754633326523,45
93,0.21277400778615752,3750.0,1250.0,0.18110186202365894,83
94,0.21103722085218038,3630.0,1210.0,0.23240943108333498,81
95,0.18326715127358587,1980.0,660.0,0.2491578927925506,46
96,0.1303585541172191,2610.0,870.0,0.2539158502789434,57
97,0.43391424873416123,2280.0,760.0,0.029420858538597456,52
98,0.04465998483305531,2670.0,890.0,0.3548277419950237,61
99,0.22868291456625145,3360.0,1120.0,0.20087490364605806,72
